"Run Fondo";"fecha";"Nombre FFMM";"Nemotécnico instrumento";"Rut emisor";"Digito Verificador";"Nombre emisor";"Codigo país emisor";"Tipo instrumento";"Fecha vencimiento";"Situacion instrumento";"Clasificación riesgo";"Código grupo empresarial";"N° grupo empresarial";"Cantidad unidades";"Tipo unidades";"TIR ";"Valor par";"Valor relevante";"Codigo valorización";"Base tasa";"Tipo interés";"valorización cierre";"Código moneda liquidación";"Código país transacción";"% capital emisor";"% activo emisor";"% activo fondo"
"9023";"2023-03-31";ASIA;CFME SCHCE;-;-;Schroder Internacional Selecti;LU;CFME;-;"1";NA;-;NA;"18485.42";PROM;-;-;"136.53";"3";"0";NA;"2524";PROM;LU;"0.0%";"0.0%";"3.2%"
"9023";"2023-03-31";ASIA;CFME SCCAC;-;-;SHRODER INTERNATIONAL SELECTIO;LU;CFME;-;"1";NA;-;NA;"15132.12";PROM;-;-;"144.97";"3";"0";NA;"2194";PROM;LU;"0.0%";"0.0%";"2.7%"
"9023";"2023-03-31";ASIA;CFME SCHEC;-;-;SCHRODER INTERNATIONAL SELECTI;LU;CFME;-;"1";NA;-;NA;"152852.68";PROM;-;-;"54.65";"3";"0";NA;"8353";PROM;LU;"0.1%";"0.0%";"10.4%"
"9023";"2023-03-31";ASIA;ETFA AIA;-;-;ISHARES S&P ASIA 50 INDEX FUND;US;ETFA;-;"1";NA;-;NA;"164105";PROM;-;-;"61.89";"3";"0";NA;"10156";PROM;US;"0.0%";"0.0%";"12.7%"
"8159";"2023-04-30";ASIA EMERGENTE ;FFEMASY LX;-;-;FIDELITY-EMERG AS-Y FIDELITY-E;LU;CFME;-;"1";NA;-;NA;"47497.16";PROM;-;-;"30380.81";"3";"0";NA;"1443002";PROM;LU;"0.1%";"147.1%";"6.6%"
"8159";"2023-04-30";ASIA EMERGENTE ;GMF US;-;-;SPDR S&P EMERGING AS SPDR S&P;US;ETFA;-;"1";NA;-;NA;"8724";PROM;-;-;"79223.29";"3";"0";NA;"691144";PROM;US;"0.0%";"0.2%";"3.1%"
"8159";"2023-04-30";ASIA EMERGENTE ;CMGAGTI ID;-;-;FIRST STATE GLOBAL U FIRST STA;IE;CFME;-;"1";NA;-;NA;"27004.7";PROM;-;-;"55647.48";"3";"0";NA;"1502744";PROM;IE;"0.3%";"0.3%";"6.8%"
"8159";"2023-04-30";ASIA EMERGENTE ;EWT US;-;-;ISHARES MSCI TAIWAN ISHARES MS;US;ETFA;-;"1";NA;-;NA;"21962";PROM;-;-;"35280.94";"3";"0";NA;"774840";PROM;US;"0.0%";"0.0%";"3.5%"
"8159";"2023-04-30";ASIA EMERGENTE ;MERDUD2 LX;-;-;BLACKROCK GLOBAL FUN BLACKROCK;LU;CFME;-;"1";NA;-;NA;"47748.62";PROM;-;-;"40100.74";"3";"0";NA;"1914755";PROM;LU;"0.1%";"0.1%";"8.7%"
"8159";"2023-04-30";ASIA EMERGENTE ;MIASLUI LX;-;-;MIRAE ASIA SECTOR LD MIRAE ASI;LU;CFME;-;"1";NA;-;NA;"153491.49";PROM;-;-;"13005.43";"3";"0";NA;"1996223";PROM;LU;"0.8%";"0.9%";"9.1%"
"8159";"2023-04-30";ASIA EMERGENTE ;SCHECAC LX;-;-;SCHRODER INTERNATION SCHRODER;LU;CFME;-;"1";NA;-;NA;"49467.34";PROM;-;-;"42341.54";"3";"0";NA;"2094523";PROM;LU;"0.1%";"0.1%";"9.5%"
"8159";"2023-04-30";ASIA EMERGENTE ;IVASCUA LX;-;-;INVESCO ASEAN EQUITY INVESCO A;LU;CFME;-;"1";NA;-;NA;"111419.18";PROM;-;-;"16025.84";"3";"0";NA;"1785586";PROM;LU;"0.1%";"0.2%";"8.1%"
